Family_AC,Family_ID,Description
RF02832,Scr5676,Streptomyces RNA 5676
RF02833,Scr3202,Streptomyces RNA 3202
RF02834,VqmR,Vibrio RNA VqmR
RF02835,Bcj11,Burkholderia RNA 11
RF02836,Bcj14,Burkholderia RNA 14
RF02837,anti-hemB,Burkholderia RNA 7 (anti-hemB)
RF02838,Ref55,Enterococcus sRNA 55
RF02839,Ref66,Enterococcus sRNA 66
RF02840,Ref68,Enterococcus sRNA 68 (Lacto-3 RNA)
RF02841,Ref70,Enterococcus sRNA 70
RF02842,RefA1,Enterococcus sRNA A1
RF02843,RefA5,Enterococcus sRNA A5
RF02844,RefA9,Enterococcus sRNA A9
RF02845,Ref1C,Enterococcus sRNA 1C
RF02846,Ref84,Enterococcus sRNA 84
RF02847,Ref64,Enterococcus sRNA 64
RF02848,RefB11,Enterococcus sRNA B11
RF02849,Ysr197,Yersinia sRNA 197
RF02850,Ysr276,Yersinia sRNA 276
RF02851,Ysr283,Yersinia sRNA 283
RF02852,Ysr206,Yersinia sRNA 206
RF02853,Ysr201,Yersinia sRNA 201
RF02854,Ysr100,Yersinia sRNA 100
RF02855,Ysr251,Yersinia sRNA 251
RF02856,30_292,Leptospira sRNA 30_292
RF02857,30_255,Leptospira sRNA 30_255
RF02858,Arrc08,Actinobacillus sRNA 08
RF02859,Arrc11,Actinobacillus sRNA 11
RF02860,Arrc14,Actinobacillus sRNA 14
RF02861,IR_84,Neisseria sRNA 84
RF02862,sRNA_1300,Enterococcus sRNA 1300
RF02863,sRNA_2410,Enterococcus sRNA 2410
RF02864,sRNA_0030,Enterococcus sRNA 30
RF02865,ncS01,Burkholderia sRNA 1
RF02866,ncS16,Burkholderia sRNA 16 (Bc_KC_sr1)
RF02867,ncS011,Burkholderia sRNA 11
RF02868,ncS037,Burkholderia sRNA 37
RF02869,ncS025,Burkholderia sRNA 25
RF02870,ncS035,Burkholderia sRNA 35
RF02871,ncS54,Burkholderia sRNA 54
RF02872,SrbA,sRNA regulator of biofilms A
RF02873,AS-traI,Antisense to traI
RF02874,AS-traG,Antisense to traG
RF02875,AS-pc01,Antisense to pHK01_035
RF02876,AS-pc02,Antisense to pHK01_099
RF02877,NmsRb,Neisseria metabolic switch regulator b (RcoF1/NgncR163)
RF02878,MH_s7,Mesorhizobail RNA 7
RF02879,MH_s10,Mesorhizobail RNA 10
RF02880,MH_s15,Mesorhizobail RNA 15
RF02881,MH_s25,Mesorhizobail RNA 25
RF02882,MH_s36,Mesorhizobail RNA 36
RF02883,BcKCsr2,Burkholderia sRNA 2
RF02884,BcKCsr7,Burkholderia sRNA 7
RF02885,SAM_VI,SAM-VI (S-adenosyl methionine) riboswitch aptamer
RF02886,npcTB_6715,Mycobacterium sRNA 6715
RF02887,mgtC_leader,Salmonella mgtC leader RNA
RF02888,BtsR1,Bacillus sRNA 1
RF02889,Sr006,Pseudomonas sRNA 6
RF02890,SprC,Small pathogenicity island RNA C (srn_3610)
RF02891,AgrB,ArsR-gov region gene B
RF02892,SR6_antitoxin,Bacillus SR6 antitoxin
RF02893,RpsF_leader,RpsF leader
RF02894,S35,Staphylococcus sRNA 35 (srn_0335)
RF02895,S414,Staphylococcus sRNA 414
RF02896,S774,Staphylococcus sRNA 774
RF02897,S808,Staphylococcus sRNA 808
RF02898,AaHKsRNA20,Aggregatibacter sRNA 20
RF02899,AaHKsRNA54,Aggregatibacter sRNA 54
RF02900,AaHKsRNA82,Aggregatibacter sRNA 82
RF02901,AaHKsRNA41,Aggregatibacter sRNA 41
RF02902,AaHKsRNA22,Aggregatibacter sRNA 22
RF02903,AaHKsRNA96,Aggregatibacter sRNA 96
RF02904,AaHKsRNA69,Aggregatibacter sRNA 69
RF02905,sRNA41,Archaeal Small RNA 41
RF02906,sRNA154,Archaeal Small RNA 154
RF02907,patAB,patAB leader
RF02908,rli30,Listeria sRNA rli30
RF02909,rli117,Listeria sRNA rli117
RF02911,Baculoviridae_NAE,Baculoviridae Nucleocapsid Assembly essential Element
RF02912,AAC_AAD_leader,putative aminoglycoside riboswitch / attI site
RF02913,pemK,pemK RNA
RF02914,DUF805b,DUF805b RNA
RF02915,DUF3800-VI,DUF3800-VI RNA
RF02916,atpB,atpB RNA
RF02917,Burkholderiales-2,Burkholderiales-2 RNA
RF02918,MDR-NUDIX,MDR-NUDIX RNA
RF02919,ilvB-OMG,ilvB-OMG RNA
RF02920,Fusobacteriales-1,Fusobacteriales-1 RNA
RF02921,RT-14,RT-14 RNA
RF02922,RAGATH-32,RAGATH-32 RNA
RF02923,HTH-XRE,HTH-XRE RNA
RF02924,skipping-rope,skipping-rope RNA
RF02925,6A,6A RNA
RF02927,Actino-ugpB,Actino-ugpB RNA
RF02928,Actinomyces-1,Actinomyces-1 RNA
RF02929,algC,algC RNA
RF02930,aspS,aspS RNA
RF02931,Bacilli-1,Bacilli-1 RNA
RF02932,Betaproteobacteria-1,Betaproteobacteria-1 RNA
RF02934,caiA,caiA RNA
RF02935,che1,che1 RNA
RF02936,Chloroflexus-1,Chloroflexus-1 RNA
RF02937,Clostridiales-2,Clostridiales-2 RNA
RF02938,COG2827,COG2827 RNA
RF02939,COG2908,COG2908 RNA
RF02940,COG3860,COG3860 RNA
RF02941,COG3943,COG3943 RNA
RF02942,Clostridiales-3,Clostridiales-3 RNA
RF02943,Bacteroidales-2,Bacteroidales-2 RNA
RF02944,c4-2,c4-2 RNA
RF02945,Corio-PBP,Corio-PBP RNA
RF02946,cow-rumen-1,cow-rumen-1 RNA
RF02947,cow-rumen-2,cow-rumen-2 RNA
RF02948,cow-rumen-4,cow-rumen-4 RNA
RF02949,Cupriavidus-1,Cupriavidus-1 RNA
RF02950,D12-methyl,D12-methyl RNA
RF02951,DABA-DC-AT,DABA-DC-AT RNA
RF02952,dfrA-dnaX,dfrA-dnaX RNA
RF02953,DUF1874,DUF1874 RNA
RF02954,DUF3577,DUF3577 RNA
RF02955,EGFOA,EGFOA RNA
RF02956,DUF2693,DUF2693 RNA
RF02957,EFASI,EFASI RNA
RF02958,drum,drum RNA
RF02959,DUF3085,DUF3085 RNA
RF02960,DUF2800,DUF2800 RNA
RF02961,DUF3800-II,DUF3800-II RNA
RF02962,DUF3800-III,DUF3800-III RNA
RF02963,DUF3800-IV,DUF3800-IV RNA
RF02964,DUF3800-V,DUF3800-V RNA
RF02965,CyVA-1,CyVA-1 RNA
RF02966,DUF3268,DUF3268 RNA
RF02967,DUF3800-VII,DUF3800-VII RNA
RF02968,DUF3800-IX,DUF3800-IX RNA
RF02969,DUF3800-I,DUF3800-I RNA
RF02970,EGFOA-assoc-1,EGFOA-assoc-1 RNA
RF02971,emrB-Lactobacillus,emrB-Lactobacillus RNA
RF02972,engA,engA RNA
RF02973,Enterococcus-1,Enterococcus-1 RNA
RF02974,Fibro-purF,Fibro-purF RNA
RF02975,DUF3800-XI,DUF3800-XI RNA
RF02976,Flavobacterium-1,Flavobacterium-1 RNA
RF02978,folP,folP RNA
RF02979,freshwater-1,freshwater-1 RNA
RF02980,freshwater-2,freshwater-2 RNA
RF02981,FTHFS,FTHFS RNA
RF02982,gltS,gltS RNA
RF02983,Fibrobacter-1,Fibrobacter-1 RNA
RF02984,DUF3800-X,DUF3800-X RNA
RF02985,ftsZ-DE,ftsZ-DE RNA
RF02986,FuFi-1,FuFi-1 RNA
RF02987,GA-cis,GA-cis RNA
RF02988,GEBRO,GEBRO RNA
RF02989,gntR-DTE,gntR-DTE RNA
RF02990,gut-2,gut-2 RNA
RF02991,GP20-a,GP20-a RNA
RF02992,hya,hya RNA
RF02993,ilvH,ilvH RNA
RF02994,IMPDH,IMPDH RNA
RF02995,IMES-5,IMES-5 RNA
RF02996,int-alpA,int-alpA RNA
RF02997,HOLDH,HOLDH RNA
RF02998,IS605-orfB-II,IS605-orfB-II RNA
RF02999,ivy-DE,ivy-DE RNA
RF03000,LOOT,LOOT RNA
RF03001,leuA-Halobacteria,leuA-Halobacteria RNA
RF03002,lysM-Prevotella,lysM-Prevotella RNA
RF03003,GP20-b,GP20-b RNA
RF03004,Lacto-phage-1,Lacto-phage-1 RNA
RF03005,lysM-TM7,lysM-TM7 RNA
RF03006,M23,M23 RNA
RF03007,Mahella-1,Mahella-1 RNA
RF03008,malK-II,malK-II RNA
RF03009,malK-III,malK-III RNA
RF03010,mcrA,mcrA RNA
RF03011,Methylophilales-1,Methylophilales-1 RNA
RF03012,Mu-gpT-DE,Mu-gpT-DE RNA
RF03014,Transposase-1,Transposase-1 RNA
RF03015,Transposase-2,Transposase-2 RNA
RF03017,RT-13,RT-13 RNA
RF03018,RT-15,RT-15 RNA
RF03019,RT-16,RT-16 RNA
RF03020,RT-17,RT-17 RNA
RF03021,RT-18,RT-18 RNA
RF03023,rpfG,rpfG RNA
RF03024,Rothia-sucC,Rothia-sucC RNA
RF03025,RT-4,RT-4 RNA
RF03026,RT-5,RT-5 RNA
RF03027,RT-6,RT-6 RNA
RF03028,RT-7,RT-7 RNA
RF03029,RT-8,RT-8 RNA
RF03031,ssnA,ssnA RNA
RF03032,narK,narK RNA
RF03033,NLPC-P60,NLPC-P60 RNA
RF03034,nrdJ,nrdJ RNA
RF03035,nqrA-Marinomonas,nqrA-Marinomonas RNA
RF03036,osmY,osmY RNA
RF03037,PAGEV,PAGEV RNA
RF03038,nhaA-II,nhaA-II RNA
RF03039,Peptidase-S11,Peptidase-S11 RNA
RF03040,PGK,PGK RNA
RF03041,poplar-1,poplar-1 RNA
RF03042,porB,porB RNA
RF03043,Prevotella-2,Prevotella-2 RNA
RF03044,Proteo-phage-1,Proteo-phage-1 RNA
RF03045,proV,proV RNA
RF03046,Pseudomonadales-1,Pseudomonadales-1 RNA
RF03047,RAGATH-16,RAGATH-16 RNA
RF03048,RAGATH-20,RAGATH-20 RNA
RF03049,RAGATH-24,RAGATH-24 RNA
RF03050,RAGATH-25,RAGATH-25 RNA
RF03051,RAGATH-26,RAGATH-26 RNA
RF03052,RAGATH-28,RAGATH-28 RNA
RF03053,OTKONC,OTKONC RNA
RF03055,RAGATH-30,RAGATH-30 RNA
RF03056,RAGATH-35,RAGATH-35 RNA
RF03057,nhaA-I,nhaA-I RNA
RF03058,sul1,sul1 RNA
RF03059,raiA-hairpin,raiA-hairpin RNA
RF03060,uup,uup RNA
RF03061,uxuA,uxuA RNA
RF03062,xerDC,xerDC RNA
RF03063,Streptomyces-metK,Streptomyces-metK RNA
RF03065,IS605-orfB-I,IS605-orfB-I RNA
RF03066,COG3610-DE,COG3610-DE RNA
RF03067,terC,terC RNA
RF03068,RT-3,RT-3 RNA
RF03069,malK-I,malK-I RNA
RF03070,ssNA-helicase,ssNA-helicase RNA
RF03071,Sodium,Na+ riboswitch aptamer (DUF1646)
RF03073,RT-19,RT-19 RNA
RF03074,Rhodo-rpoB,Rhodo-rpoB RNA
RF03075,DUF3800-VIII,DUF3800-VIII RNA
RF03076,Streptomyces-metH,Streptomyces-metH RNA
RF03077,RT-2,RT-2 RNA
RF03078,chrB-a,chrB-a RNA
RF03079,MISL,MISL RNA
RF03080,RT-9,RT-9 RNA
RF03081,DUF805,DUF805 RNA
RF03082,dinG,dinG RNA
RF03083,cow-rumen-3,cow-rumen-3 RNA
RF03084,DUF2815,DUF2815 RNA
RF03086,chrB-b,chrB-b RNA
RF03088,Parabacteroides-1,Parabacteroides-1 RNA
RF03089,cold-seep-1,cold-seep-1 RNA
RF03090,lysM-Actino,lysM-Actino RNA
RF03091,Clostridium-PBP,Clostridium-PBP RNA
RF03092,Ocean-VII,Ocean-VII RNA
RF03093,queA,queA RNA
RF03094,LAGLIDADG-2,LAGLIDADG-2 RNA
RF03095,RAGATH-17,RAGATH-17 RNA
RF03096,RAGATH-19,RAGATH-19 RNA
RF03097,RAGATH-21,RAGATH-21 RNA
RF03098,RAGATH-22,RAGATH-22 RNA
RF03099,RAGATH-23,RAGATH-23 RNA
RF03100,RAGATH-27,RAGATH-27 RNA
RF03101,RAGATH-31,RAGATH-31 RNA
RF03102,RAGATH-33,RAGATH-33 RNA
RF03103,RAGATH-34,RAGATH-34 RNA
RF03104,RAGATH-36,RAGATH-36 RNA
RF03105,RAGATH-7-assoc,RAGATH-7-assoc RNA
RF03106,RT-11,RT-11 RNA
RF03107,saliva-tongue-1,saliva-tongue-1 RNA
RF03108,Methylosinus-1,Methylosinus-1 RNA
RF03109,Thermales-rpoB,Thermales-rpoB RNA
RF03110,throat-1,throat-1 RNA
RF03111,Zeta-pan,Zeta-pan RNA
RF03112,Staphylococcus-1,Staphylococcus-1 RNA
RF03113,Poribacteria-1,Poribacteria-1 RNA
RF03114,RT-1,RT-1 RNA
RF03115,KDPG-aldolase,KDPG-aldolase RNA
RF03116,aCoV-5UTR,Alphacoronavirus 5'UTR
RF03117,bCoV-5UTR,Betacoronavirus 5'UTR
RF03118,gCoV-5UTR,Gammacoronavirus 5'UTR
RF03119,dCoV-5UTR,Deltacoronavirus 5'UTR
RF03121,aCoV-3UTR,Alphacoronavirus 3'UTR
RF03122,bCoV-3UTR,Betacoronavirus 3'UTR
RF03123,gCoV-3UTR,Gammacoronavirus 3'UTR
RF03124,dCoV-3UTR,Deltacoronavirus 3'UTR
RF03125,Sarbecovirus-3UTR,Sarbecovirus 3'UTR
RF03126,L20-Deltaproteobacteria,L20-Deltaproteobacteria ribosomal protein leader
RF03127,L13-Bacteroidia,L13-Bacteroidia ribosomal protein leader
RF03128,L31-Coriobacteria,L31-Coriobacteria ribosomal protein leader
RF03129,L31-Corynebacteriaceae,L31-Corynebacteriaceae ribosomal protein leader
RF03130,L19-Flavobacteria,L19-Flavobacteria ribosomal protein leader
RF03131,L25-Gammaproteobacteria,L25-Gammaproteobacteria ribosomal protein leader
RF03132,L17-Actino-Proteobacteria,L17-Actino-Proteobacteria ribosomal protein leader
RF03133,S4-Fusobacteriales,S4-Fusobacteriales ribosomal protein leader
RF03134,S6-S18-Chlorobi,S6-S18-Chlorobi ribosomal protein leader
RF03135,L4-Archaeoglobi,L4-Archaeoglobi ribosomal protein leades
RF03136,S10-Clostridia,S10-Clostridia ribosomal protein leader
RF03137,S15-Methanomicrobia,S15-Methanomicrobia ribosomal protein leader
RF03138,S16-Flavobacteria,S16-Flavobacteria ribosomal protein leader
RF03139,S4-Bacteroidia,S4-Bacteroidia ribosomal protein leader
RF03140,S4-Clostridia,S4-Clostridia ribosomal protein leader
RF03141,S4-Flavobacteria,S4-Flavobacteria ribosomal protein leader
RF03142,L2-Alphaproteobacteria,L2-Alphaproteobacteria ribosomal protein leader
RF03143,S15-Halobacteria,S15-Halobacteria ribosomal protein leader
RF03144,eL15-Euryarchaeota,eL15-Euryarchaeota ribosomal protein leader
RF03145,RAGATH-14,RAGATH-14 RNA
RF03146,RAGATH-9,RAGATH-9 RNA
RF03147,RAGATH-10,RAGATH-10 RNA
RF03148,RAGATH-11,RAGATH-11 RNA
RF03149,RAGATH-12,RAGATH-12 RNA
RF03150,RAGATH-15,RAGATH-15 RNA
RF03151,cyano-S1,Cyanobacterial ribosomal protein S1 leader
RF03152,RAGATH-1-hammerhead,RAGATH-1 hammerhead ribozyme
RF03153,RAGATH-4,RAGATH-4 RNA
RF03154,twister-P3,type-P3 twister ribozyme
RF03155,TD-1,TD-1 RNA
RF03156,L31-Firmicutes,L31-Firmicutes ribosomal protein leader
RF03157,L31-Gammaproteobacteria,L31-Gammaproteobacteria ribosomal protein leader
RF03158,L31-Actinobacteria,L31-Actinobacteria ribosomal protein leader
RF03159,RAGATH-7,RAGATH-7 RNA
RF03160,twister-P1,type-P1 twister ribozyme
RF03161,S15-Flavobacteria,S15-Flavobacteria ribosomal protein leader
RF03162,TD-2,TD-2 RNA
RF03163,c4-a1b1,"a1, b1 targets of C4 antisense RNA"
RF03164,NiCo-AnGGAG,NiCo-AnGGAG riboswitch aptamer
RF03165,2dG-II,2dG-II purine riboswitch aptamer
RF03166,glycine-GGAnGA,glycine-GGAnGA riboswitch aptamer
RF03168,c-di-GMP-I-UAU,c-di-GMP-I-UAU riboswitch aptamer
RF03169,c-di-GMP-II-GAG,c-di-GMP-II-GAG riboswitch aptamer
RF03170,c-di-GMP-II-GCG,c-di-GMP-II-GCG riboswitch aptamer
RF03171,mir-1012,mir-1012 microRNA precursor family
RF03172,mir-6012,mir-6012 microRNA precursor family
RF03173,mir-4504,mir-4504 microRNA precursor family
RF03174,mir-4803,mir-4803 microRNA precursor family
RF03175,MIR3454,MIR3454 microRNA precursor family
RF03176,MIR7729,MIR7729 microRNA precursor family
RF03177,mir-2067,mir-2067 microRNA precursor family
RF03178,mir-4515,mir-4515 microRNA precursor family
RF03179,mir-1182,mir-1182 microRNA precursor family
RF03180,mir-3126,mir-3126 microRNA precursor family
RF03181,mir-2755,mir-2755 microRNA precursor family
RF03182,MIR6032,MIR6032 microRNA precursor family
RF03183,MIR5516,MIR5516 microRNA precursor family
RF03184,mir-1250,mir-1250 microRNA precursor family
RF03185,mir-3193,mir-3193 microRNA precursor family
RF03186,mir-3689,mir-3689 microRNA precursor family
RF03187,MIR1512,MIR1512 microRNA precursor family
RF03188,mir-2843,mir-2843 microRNA precursor family
RF03189,mir-1175,mir-1175 microRNA precursor family
RF03190,mir-4857,mir-4857 microRNA precursor family
RF03191,mir-1913,mir-1913 microRNA precursor family
RF03192,mir-6794,mir-6794 microRNA precursor family
RF03193,mir-2941,mir-2941 microRNA precursor family
RF03194,mir-1272,mir-1272 microRNA precursor family
RF03195,mir-3934,mir-3934 microRNA precursor family
RF03196,mir-6790,mir-6790 microRNA precursor family
RF03197,mir-4887,mir-4887 microRNA precursor family
RF03198,mir-7385,mir-7385 microRNA precursor family
RF03199,MIR5271,MIR5271 microRNA precursor family
RF03200,mir-BART13,mir-BART13 microRNA precursor family
RF03201,mir-617,mir-617 microRNA precursor family
RF03202,mir-555,mir-555 microRNA precursor family
RF03203,mir-3070,mir-3070 microRNA precursor family
RF03204,mir-4510,mir-4510 microRNA precursor family
RF03205,mir-1898,mir-1898 microRNA precursor family
RF03206,mir-3102,mir-3102 microRNA precursor family
RF03207,mir-3960,mir-3960 microRNA precursor family
RF03208,mir-1781,mir-1781 microRNA precursor family
RF03209,MIR9657,MIR9657 microRNA precursor family
RF03210,mir-7359,mir-7359 microRNA precursor family
RF03211,mir-666,mir-666 microRNA precursor family
RF03212,mir-2788,mir-2788 microRNA precursor family
RF03213,mir-5885,mir-5885 microRNA precursor family
RF03214,mir-769,mir-769 microRNA precursor family
RF03215,mir-5360,mir-5360 microRNA precursor family
RF03216,mir-BART10,mir-BART10 microRNA precursor family
RF03217,mir-3167,mir-3167 microRNA precursor family
RF03218,mir-3015,mir-3015 microRNA precursor family
RF03219,mir-602,mir-602 microRNA precursor family
RF03220,mir-2582,mir-2582 microRNA precursor family
RF03221,mir-6715,mir-6715 microRNA precursor family
RF03222,mir-4900,mir-4900 microRNA precursor family
RF03223,mir-2209,mir-2209 microRNA precursor family
RF03224,MIR9560,MIR9560 microRNA precursor family
RF03225,mir-2763,mir-2763 microRNA precursor family
RF03226,mir-8196,mir-8196 microRNA precursor family
RF03227,mir-2528,mir-2528 microRNA precursor family
RF03228,mir-1471,mir-1471 microRNA precursor family
RF03229,mir-1297,mir-1297 microRNA precursor family
RF03230,mir-967,mir-967 microRNA precursor family
RF03231,mir-4523,mir-4523 microRNA precursor family
RF03232,mir-6526,mir-6526 microRNA precursor family
RF03233,hvt-mir-H16,hvt-mir-H16 microRNA precursor family
RF03234,mir-2813,mir-2813 microRNA precursor family
RF03235,mir-2543,mir-2543 microRNA precursor family
RF03236,mir-1206,mir-1206 microRNA precursor family
RF03237,MIR6425,MIR6425 microRNA precursor family
RF03238,mir-1542,mir-1542 microRNA precursor family
RF03239,mir-963,mir-963 microRNA precursor family
RF03240,MIR5534,MIR5534 microRNA precursor family
RF03241,mir-1789,mir-1789 microRNA precursor family
RF03242,mir-1397,mir-1397 microRNA precursor family
RF03243,mir-2731,mir-2731 microRNA precursor family
RF03244,mir-4798,mir-4798 microRNA precursor family
RF03246,MIR1515,MIR1515 microRNA precursor family
RF03247,mir-1324,mir-1324 microRNA precursor family
RF03248,MIR9772,MIR9772 microRNA precursor family
RF03249,mir-2114,mir-2114 microRNA precursor family
RF03251,mir-4446,mir-4446 microRNA precursor family
RF03252,mir-678,mir-678 microRNA precursor family
RF03253,mir-4654,mir-4654 microRNA precursor family
RF03254,mir-9460,mir-9460 microRNA precursor family
RF03255,mir-2188,mir-2188 microRNA precursor family
RF03256,mir-1286,mir-1286 microRNA precursor family
RF03257,mir-4427,mir-4427 microRNA precursor family
RF03258,mir-4,mir-4 microRNA precursor family
RF03259,MIR1514,MIR1514 microRNA precursor family
RF03260,mir-8229,mir-8229 microRNA precursor family
RF03261,mir-1759,mir-1759 microRNA precursor family
RF03262,mir-1181,mir-1181 microRNA precursor family
RF03263,MIR861,MIR861 microRNA precursor family
RF03264,MIR1024,MIR1024 microRNA precursor family
RF03265,mir-1460,mir-1460 microRNA precursor family
RF03266,mir-2943,mir-2943 microRNA precursor family
RF03267,mir-645,mir-645 microRNA precursor family
RF03268,mir-1911,mir-1911 microRNA precursor family
RF03269,mir-5697,mir-5697 microRNA precursor family
RF03270,MIR3712,MIR3712 microRNA precursor family
RF03271,mir-1247,mir-1247 microRNA precursor family
RF03272,mir-2187,mir-2187 microRNA precursor family
RF03274,mir-1238,mir-1238 microRNA precursor family
RF03275,mir-2542,mir-2542 microRNA precursor family
RF03276,mir-2232,mir-2232 microRNA precursor family
RF03277,mir-5886,mir-5886 microRNA precursor family
RF03278,mir-980,mir-980 microRNA precursor family
RF03279,mir-1193,mir-1193 microRNA precursor family
RF03280,mir-7583,mir-7583 microRNA precursor family
RF03281,mir-596,mir-596 microRNA precursor family
RF03283,mir-1010,mir-1010 microRNA precursor family
RF03284,mir-4637,mir-4637 microRNA precursor family
RF03285,mir-564,mir-564 microRNA precursor family
RF03286,MIR6146,MIR6146 microRNA precursor family
RF03287,mir-5904,mir-5904 microRNA precursor family
RF03288,mir-3085,mir-3085 microRNA precursor family
RF03289,mir-1205,mir-1205 microRNA precursor family
RF03290,mir-9428,mir-9428 microRNA precursor family
RF03291,mir-591,mir-591 microRNA precursor family
RF03292,mir-1301,mir-1301 microRNA precursor family
RF03293,mir-4672,mir-4672 microRNA precursor family
RF03294,mir-H3,mir-H3 microRNA precursor family
RF03295,mir-7594,mir-7594 microRNA precursor family
RF03296,MIR8788,MIR8788 microRNA precursor family
RF03297,MIR1033,MIR1033 microRNA precursor family
RF03298,mir-4488,mir-4488 microRNA precursor family
RF03299,mir-1000,mir-1000 microRNA precursor family
RF03300,mir-3617,mir-3617 microRNA precursor family
RF03301,mir-3154,mir-3154 microRNA precursor family
RF03302,mir-6133,mir-6133 microRNA precursor family
RF03303,mir-973,mir-973 microRNA precursor family
RF03304,mir-1744,mir-1744 microRNA precursor family
RF03305,mir-3338,mir-3338 microRNA precursor family
RF03306,mir-3923,mir-3923 microRNA precursor family
RF03307,mir-1825,mir-1825 microRNA precursor family
RF03308,MIR848,MIR848 microRNA precursor family
RF03309,mir-4791,mir-4791 microRNA precursor family
RF03310,mir-1544,mir-1544 microRNA precursor family
RF03311,MIR169,MIR169 microRNA precursor family
RF03312,mir-880,mir-880 microRNA precursor family
RF03313,mir-1468,mir-1468 microRNA precursor family
RF03314,mir-1908,mir-1908 microRNA precursor family
RF03315,mir-723,mir-723 microRNA precursor family
RF03316,mir-1263,mir-1263 microRNA precursor family
RF03317,mir-4874,mir-4874 microRNA precursor family
RF03318,mir-2208,mir-2208 microRNA precursor family
RF03319,mir-989,mir-989 microRNA precursor family
RF03320,mir-1743,mir-1743 microRNA precursor family
RF03321,mir-1006,mir-1006 microRNA precursor family
RF03322,mir-1641,mir-1641 microRNA precursor family
RF03323,mir-3613,mir-3613 microRNA precursor family
RF03324,mir-1288,mir-1288 microRNA precursor family
RF03325,mir-4872,mir-4872 microRNA precursor family
RF03326,mir-312,mir-312 microRNA precursor family
RF03327,mir-1266,mir-1266 microRNA precursor family
RF03328,mir-606,mir-606 microRNA precursor family
RF03329,mir-4743,mir-4743 microRNA precursor family
RF03330,mir-750,mir-750 microRNA precursor family
RF03331,mir-247,mir-247 microRNA precursor family
RF03332,mir-2237,mir-2237 microRNA precursor family
RF03333,mir-2820,mir-2820 microRNA precursor family
RF03334,MIR391,MIR391 microRNA precursor family
RF03335,MIR2950,MIR2950 microRNA precursor family
RF03336,mir-1322,mir-1322 microRNA precursor family
RF03337,mir-6505,mir-6505 microRNA precursor family
RF03338,MIR4416,MIR4416 microRNA precursor family
RF03339,mir-3047,mir-3047 microRNA precursor family
RF03340,mir-6511,mir-6511 microRNA precursor family
RF03341,mir-943,mir-943 microRNA precursor family
RF03342,mir-1467,mir-1467 microRNA precursor family
RF03343,mir-3347,mir-3347 microRNA precursor family
RF03344,mir-5365,mir-5365 microRNA precursor family
RF03345,MIR3444,MIR3444 microRNA precursor family
RF03346,mir-881,mir-881 microRNA precursor family
RF03347,mir-2816,mir-2816 microRNA precursor family
RF03348,mir-667,mir-667 microRNA precursor family
RF03349,mir-3151,mir-3151 microRNA precursor family
RF03350,mir-3851,mir-3851 microRNA precursor family
RF03351,MIR6020,MIR6020 microRNA precursor family
RF03352,mir-4869,mir-4869 microRNA precursor family
RF03353,MIR5291,MIR5291 microRNA precursor family
RF03354,mir-459,mir-459 microRNA precursor family
RF03355,mir-2008,mir-2008 microRNA precursor family
RF03356,mir-4782,mir-4782 microRNA precursor family
RF03357,mir-1842,mir-1842 microRNA precursor family
RF03358,mir-634,mir-634 microRNA precursor family
RF03359,mir-1729,mir-1729 microRNA precursor family
RF03360,mir-3156,mir-3156 microRNA precursor family
RF03361,mir-3136,mir-3136 microRNA precursor family
RF03362,mir-9436,mir-9436 microRNA precursor family
RF03363,mir-6129,mir-6129 microRNA precursor family
RF03364,mir-427,mir-427 microRNA precursor family
RF03365,mir-1236,mir-1236 microRNA precursor family
RF03366,mir-3122,mir-3122 microRNA precursor family
RF03367,mir-975,mir-975 microRNA precursor family
RF03368,mir-1822,mir-1822 microRNA precursor family
RF03369,mir-2217,mir-2217 microRNA precursor family
RF03370,mir-2566,mir-2566 microRNA precursor family
RF03371,mir-4788,mir-4788 microRNA precursor family
RF03372,mir-5918,mir-5918 microRNA precursor family
RF03373,mir-3170,mir-3170 microRNA precursor family
RF03374,mir-2001,mir-2001 microRNA precursor family
RF03375,MIR1094,MIR1094 microRNA precursor family
RF03376,mir-3075,mir-3075 microRNA precursor family
RF03377,mir-960,mir-960 microRNA precursor family
